Academic_Year,County_Code,District_Code,School_Code,County_Name,District_Name,School_Name,District_Type,School_Type,Educational_Option_Type,NSLP_Provision_Status,Charter_School,Charter_School_Number,Charter_Funding_Type,IRC,Low_Grade,High_Grade,Enrollment_K12,Free_Meal_Count_K12,Percent_Eligible_Free_K12,FRPM_Count_K12,Percent_Eligible_FRPM_K12,Enrollment_Ages5_17,Free_Meal_Count_Ages_5_17,Percent_Eligible_Free_Ages_5_17,FRPM_Count_Ages_5_17,Percent_Eligible_FRPM_Ages_5_17,2015-16_CALPADS_Fall_1_Certification_Status
2014-2015,37,68197,6038525,San Diego,La Mesa-Spring Valley,Maryland Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,410,153,37.3%,193,47.1%,393,149,37.9%,189,48.1%,Y
2014-2015,37,68197,6038533,San Diego,La Mesa-Spring Valley,Murray Manor Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,786,182,23.2%,235,29.9%,786,182,23.2%,235,29.9%,Y
2014-2015,37,68197,6038541,San Diego,La Mesa-Spring Valley,Northmont Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,487,160,32.9%,220,45.2%,487,160,32.9%,220,45.2%,Y
2014-2015,37,68197,6038558,San Diego,La Mesa-Spring Valley,Parkway Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,737,217,29.4%,288,39.1%,737,217,29.4%,288,39.1%,Y
2014-2015,37,68197,6038566,San Diego,La Mesa-Spring Valley,Rancho Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,429,242,56.4%,324,75.5%,429,242,56.4%,324,75.5%,Y
2014-2015,37,68197,6038574,San Diego,La Mesa-Spring Valley,Rolando Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,561,226,40.3%,285,50.8%,561,226,40.3%,285,50.8%,Y
2014-2015,37,68197,6038590,San Diego,La Mesa-Spring Valley,Spring Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,506,290,57.3%,370,73.1%,506,290,57.3%,370,73.1%,Y
2014-2015,37,68197,6067003,San Diego,La Mesa-Spring Valley,La Presa Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,530,372,70.2%,450,84.9%,530,372,70.2%,450,84.9%,Y
2014-2015,37,68197,6070833,San Diego,La Mesa-Spring Valley,Murdock Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,730,162,22.2%,214,29.3%,730,162,22.2%,214,29.3%,Y
2014-2015,37,68197,6098446,San Diego,La Mesa-Spring Valley,Loma Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,432,237,54.9%,288,66.7%,432,237,54.9%,288,66.7%,Y
2014-2015,37,68197,6111207,San Diego,La Mesa-Spring Valley,Sweetwater Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,572,277,48.4%,349,61.0%,572,277,48.4%,349,61.0%,Y
2014-2015,37,68205,6038608,San Diego,Lemon Grove,Lemon Grove Academy for the Sciences and Humanities,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,P,8,"1,244",768,61.7%,967,77.7%,"1,244",768,61.7%,967,77.7%,Y
2014-2015,37,68205,6038624,San Diego,Lemon Grove,Monterey Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,P,6,464,269,58.0%,349,75.2%,448,263,58.7%,338,75.4%,Y
2014-2015,37,68205,6038632,San Diego,Lemon Grove,Mt. Vernon Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,P,7,558,329,59.0%,423,75.8%,558,329,59.0%,423,75.8%,Y
2014-2015,37,68205,6038657,San Diego,Lemon Grove,San Altos Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,P,6,428,242,56.5%,302,70.6%,410,233,56.8%,292,71.2%,Y
2014-2015,37,68205,6038665,San Diego,Lemon Grove,San Miguel Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,P,6,569,364,64.0%,446,78.4%,569,364,64.0%,446,78.4%,Y
2014-2015,37,68205,6038673,San Diego,Lemon Grove,Vista La Mesa Academy,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,P,8,659,334,50.7%,487,73.9%,646,330,51.1%,481,74.5%,Y
2014-2015,37,68213,0000001,San Diego,Mountain Empire Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,4,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,Y
2014-2015,37,68213,0119560,San Diego,Mountain Empire Unified,San Diego Neighborhood Homeschools,Unified School District,K-12 Schools (Public),Traditional,,Y,1077,Directly funded,Y,K,12,102,38,37.3%,59,57.8%,100,36,36.0%,57,57.0%,Y
2014-2015,37,68213,0121582,San Diego,Mountain Empire Unified,College Preparatory Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1177,Directly funded,Y,5,8,230,41,17.8%,70,30.4%,230,41,17.8%,70,30.4%,Y
2014-2015,37,68213,0123224,San Diego,Mountain Empire Unified,San Diego Virtual,Unified School District,K-12 Schools (Public),Traditional,,Y,1264,Locally funded,Y,K,12,288,147,51.0%,167,58.0%,250,131,52.4%,147,58.8%,Y
2014-2015,37,68213,0123240,San Diego,Mountain Empire Unified,Pivot Charter School - San Diego,Unified School District,High Schools (Public),Traditional,,Y,1266,Directly funded,Y,6,12,105,18,17.1%,22,21.0%,94,15,16.0%,19,20.2%,Y
2014-2015,37,68213,0126995,San Diego,Mountain Empire Unified,Jacumba Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,61,35,57.4%,40,65.6%,61,35,57.4%,40,65.6%,Y
2014-2015,37,68213,0127001,San Diego,Mountain Empire Unified,Pine Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,61,26,42.6%,33,54.1%,61,26,42.6%,33,54.1%,Y
2014-2015,37,68213,0127035,San Diego,Mountain Empire Unified,Academy of Arts and Sciences: El Cajon Elementary (K-5),Unified School District,Elementary Schools (Public),Traditional,,Y,1451,Directly funded,Y,K,5,484,56,11.6%,93,19.2%,475,56,11.8%,91,19.2%,Y
2014-2015,37,68213,0127050,San Diego,Mountain Empire Unified,Academy of Arts and Sciences: El Cajon Middle and High (6-12),Unified School District,K-12 Schools (Public),Traditional,,Y,1453,Directly funded,Y,6,12,517,131,25.3%,167,32.3%,469,118,25.2%,152,32.4%,Y
2014-2015,37,68213,0127068,San Diego,Mountain Empire Unified,Academy of Arts and Sciences: Del Mar Elementary (K-5),Unified School District,Elementary Schools (Public),Traditional,,Y,1452,Directly funded,Y,K,5,163,50,30.7%,72,44.2%,161,50,31.1%,72,44.7%,Y
2014-2015,37,68213,0127084,San Diego,Mountain Empire Unified,Academy of Arts and Sciences: Del Mar Middle & High (6-12),Unified School District,K-12 Schools (Public),Traditional,,Y,1454,Directly funded,Y,6,12,172,45,26.2%,59,34.3%,160,45,28.1%,58,36.3%,Y
2014-2015,37,68213,0129668,San Diego,Mountain Empire Unified,County Collaborative Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,1628,Directly funded,Y,K,12,201,109,54.2%,126,62.7%,199,108,54.3%,124,62.3%,Y
2014-2015,37,68213,3730934,San Diego,Mountain Empire Unified,Campo High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,20,9,45.0%,10,50.0%,16,8,50.0%,9,56.3%,Y
2014-2015,37,68213,3730991,San Diego,Mountain Empire Unified,Hillside Junior/Senior High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,7,12,15,9,60.0%,10,66.7%,9,5,55.6%,6,66.7%,Y
2014-2015,37,68213,3731080,San Diego,Mountain Empire Unified,Cottonwood Community Day,Unified School District,District Community Day Schools,Community Day School,,N,,,N,7,12,3,3,100.0%,3,100.0%,3,3,100.0%,3,100.0%,Y
2014-2015,37,68213,3734878,San Diego,Mountain Empire Unified,Mountain Empire High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,392,179,45.7%,213,54.3%,374,175,46.8%,206,55.1%,Y
2014-2015,37,68213,6038681,San Diego,Mountain Empire Unified,Campo Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,P,8,395,245,62.0%,285,72.2%,375,234,62.4%,273,72.8%,Y
2014-2015,37,68213,6038699,San Diego,Mountain Empire Unified,Descanso Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,P,5,186,72,38.7%,86,46.2%,173,70,40.5%,84,48.6%,Y
2014-2015,37,68213,6085054,San Diego,Mountain Empire Unified,Clover Flat Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,P,5,138,91,65.9%,103,74.6%,126,85,67.5%,97,77.0%,Y
2014-2015,37,68213,6097190,San Diego,Mountain Empire Unified,Potrero Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,P,8,267,152,56.9%,171,64.0%,258,151,58.5%,170,65.9%,Y
2014-2015,37,68221,0101360,San Diego,National Elementary,Integrity Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,0553,Directly funded,Y,K,8,298,231,77.5%,276,92.6%,298,231,77.5%,276,92.6%,Y
2014-2015,37,68221,6038731,San Diego,National Elementary,Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,677,461,68.1%,520,76.8%,662,453,68.4%,509,76.9%,Y
2014-2015,37,68221,6038749,San Diego,National Elementary,El Toyon Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,495,352,71.1%,401,81.0%,495,352,71.1%,401,81.0%,Y
2014-2015,37,68221,6038756,San Diego,National Elementary,John A. Otis Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,456,311,68.2%,355,77.9%,443,304,68.6%,346,78.1%,Y
2014-2015,37,68221,6038764,San Diego,National Elementary,Ira Harbison,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,566,249,44.0%,320,56.5%,554,245,44.2%,316,57.0%,Y
2014-2015,37,68221,6038772,San Diego,National Elementary,Kimball,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,367,264,71.9%,301,82.0%,367,264,71.9%,301,82.0%,Y
2014-2015,37,68221,6038780,San Diego,National Elementary,Las Palmas,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,689,443,64.3%,500,72.6%,679,438,64.5%,494,72.8%,Y
2014-2015,37,68221,6038798,San Diego,National Elementary,Lincoln Acres,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,603,407,67.5%,466,77.3%,584,391,67.0%,449,76.9%,Y
2014-2015,37,68221,6038806,San Diego,National Elementary,Olivewood,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,624,414,66.3%,499,80.0%,603,400,66.3%,481,79.8%,Y
2014-2015,37,68221,6038814,San Diego,National Elementary,Palmer Way,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,590,354,60.0%,415,70.3%,565,339,60.0%,398,70.4%,Y
2014-2015,37,68221,6108559,San Diego,National Elementary,Rancho de la Nacion,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,464,341,73.5%,386,83.2%,455,337,74.1%,381,83.7%,Y
2014-2015,37,68296,0000000,San Diego,Poway Unified,District Office,Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,K,Adult,143,22,15.4%,25,17.5%,136,20,14.7%,23,16.9%,Y
2014-2015,37,68296,0000001,San Diego,Poway Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,76,2,2.6%,4,5.3%,61,2,3.3%,4,6.6%,Y
2014-2015,37,68296,0102822,San Diego,Poway Unified,Stone Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,990,19,1.9%,39,3.9%,967,19,2.0%,38,3.9%,Y
2014-2015,37,68296,0108332,San Diego,Poway Unified,Oak Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,361",94,6.9%,137,10.1%,"1,361",94,6.9%,137,10.1%,Y
2014-2015,37,68296,0111187,San Diego,Poway Unified,Monterey Ridge Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,"1,040",48,4.6%,61,5.9%,"1,023",48,4.7%,61,6.0%,Y
2014-2015,37,68296,0116475,San Diego,Poway Unified,Del Sur Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,573,59,10.3%,69,12.0%,564,59,10.5%,68,12.1%,Y
2014-2015,37,68296,0116764,San Diego,Poway Unified,Willow Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,765,70,9.2%,85,11.1%,752,69,9.2%,84,11.2%,Y
2014-2015,37,68296,0118935,San Diego,Poway Unified,Del Norte High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,933",144,7.4%,201,10.4%,"1,895",142,7.5%,197,10.4%,Y
2014-2015,37,68296,0129056,San Diego,Poway Unified,Design 39 Campus,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,831,48,5.8%,67,8.1%,813,48,5.9%,67,8.2%,Y
2014-2015,37,68296,3730074,San Diego,Poway Unified,Mt. Carmel High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,014",289,14.3%,413,20.5%,"1,956",276,14.1%,394,20.1%,Y
2014-2015,37,68296,3730819,San Diego,Poway Unified,Rancho Bernardo High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,183",175,8.0%,268,12.3%,"2,134",171,8.0%,263,12.3%,Y
2014-2015,37,68296,3731528,San Diego,Poway Unified,Westview High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,283",156,6.8%,265,11.6%,"2,242",154,6.9%,262,11.7%,Y
2014-2015,37,68296,3735842,San Diego,Poway Unified,Abraxas Continuation High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,228,64,28.1%,86,37.7%,94,26,27.7%,37,39.4%,Y
2014-2015,37,68296,3735867,San Diego,Poway Unified,Poway High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,252",334,14.8%,458,20.3%,"2,189",323,14.8%,445,20.3%,Y
2014-2015,37,68296,6038970,San Diego,Poway Unified,Garden Road Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,440,75,17.0%,112,25.5%,430,72,16.7%,109,25.3%,Y
2014-2015,37,68296,6038988,San Diego,Poway Unified,Meadowbrook Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,343",235,17.5%,319,23.8%,"1,343",235,17.5%,319,23.8%,Y
2014-2015,37,68296,6038996,San Diego,Poway Unified,Midland Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,638,189,29.6%,239,37.5%,629,187,29.7%,237,37.7%,Y
2014-2015,37,68296,6039002,San Diego,Poway Unified,Pomerado Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,440,137,31.1%,190,43.2%,429,134,31.2%,187,43.6%,Y
2014-2015,37,68296,6039010,San Diego,Poway Unified,Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,736,322,43.8%,384,52.2%,720,316,43.9%,378,52.5%,Y
2014-2015,37,68296,6070841,San Diego,Poway Unified,Los Penasquitos Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,539,170,31.5%,227,42.1%,529,164,31.0%,220,41.6%,Y
2014-2015,37,68296,6070858,San Diego,Poway Unified,Westwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,798,68,8.5%,94,11.8%,784,67,8.5%,93,11.9%,Y
2014-2015,37,68296,6070866,San Diego,Poway Unified,Twin Peaks Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,192",172,14.4%,221,18.5%,"1,192",172,14.4%,221,18.5%,Y
2014-2015,37,68296,6085088,San Diego,Poway Unified,Painted Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,666,38,5.7%,52,7.8%,658,38,5.8%,52,7.9%,Y
2014-2015,37,68296,6093223,San Diego,Poway Unified,Black Mountain Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,275",210,16.5%,294,23.1%,"1,275",210,16.5%,294,23.1%,Y
2014-2015,37,68296,6093231,San Diego,Poway Unified,Sunset Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,455,49,10.8%,76,16.7%,445,49,11.0%,76,17.1%,Y
2014-2015,37,68296,6095053,San Diego,Poway Unified,Tierra Bonita Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,489,58,11.9%,69,14.1%,481,57,11.9%,68,14.1%,Y
2014-2015,37,68296,6097208,San Diego,Poway Unified,Rolling Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,430,63,14.7%,93,21.6%,422,62,14.7%,91,21.6%,Y
2014-2015,37,68296,6097216,San Diego,Poway Unified,Chaparral Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,839,48,5.7%,61,7.3%,826,48,5.8%,61,7.4%,Y
2014-2015,37,68296,6099444,San Diego,Poway Unified,Sundance Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,548,69,12.6%,106,19.3%,538,68,12.6%,105,19.5%,Y
2014-2015,37,68296,6106520,San Diego,Poway Unified,Canyon View Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,524,46,8.8%,74,14.1%,512,45,8.8%,73,14.3%,Y
2014-2015,37,68296,6107460,San Diego,Poway Unified,Bernardo Heights Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,449",124,8.6%,206,14.2%,"1,449",124,8.6%,206,14.2%,Y
2014-2015,37,68296,6109300,San Diego,Poway Unified,Deer Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,533,29,5.4%,39,7.3%,529,29,5.5%,39,7.4%,Y
2014-2015,37,68296,6109318,San Diego,Poway Unified,Morning Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,823,97,11.8%,146,17.7%,809,97,12.0%,145,17.9%,Y
2014-2015,37,68296,6109326,San Diego,Poway Unified,Turtleback Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,573,54,9.4%,95,16.6%,561,54,9.6%,95,16.9%,Y
2014-2015,37,68296,6110878,San Diego,Poway Unified,Adobe Bluffs Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,372,29,7.8%,40,10.8%,367,29,7.9%,39,10.6%,Y
2014-2015,37,68296,6110886,San Diego,Poway Unified,Highland Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,745,67,9.0%,105,14.1%,728,66,9.1%,104,14.3%,Y
2014-2015,37,68296,6111306,San Diego,Poway Unified,Mesa Verde Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,273",106,8.3%,174,13.7%,"1,273",106,8.3%,174,13.7%,Y
2014-2015,37,68296,6111314,San Diego,Poway Unified,Park Village Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,652,23,3.5%,34,5.2%,643,23,3.6%,33,5.1%,Y
2014-2015,37,68296,6114854,San Diego,Poway Unified,Shoal Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,612,35,5.7%,52,8.5%,598,34,5.7%,51,8.5%,Y
2014-2015,37,68296,6117469,San Diego,Poway Unified,Creekside Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,573,27,4.7%,44,7.7%,561,26,4.6%,43,7.7%,Y
2014-2015,37,68304,0000001,San Diego,Ramona City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,7,0,0.0%,0,0.0%,7,0,0.0%,0,0.0%,Y
2014-2015,37,68304,0102178,San Diego,Ramona City Unified,Future Bound Independent Study Secondary,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,7,12,36,21,58.3%,23,63.9%,31,18,58.1%,19,61.3%,Y
